Dataset_Name,Samples
mr_tydi,"[{'query': '古代ギリシャに計算は存在した？', 'passages': 'Passage 1: このように、ギリシャ人を定義付けるのはかなり困難であるが、彼らがギリシャ人であるという基本概念はミケーネ文明以来、その文化の中核を担ってきた人々がギリシャ人の子孫であるという意識を持っていたということが存在する。古代ギリシャの人々は各地に殖民を行い、他の人々（例としてフェニキア人）などと交流してきたが、この中でギリシャ人という意識が芽生えたことにより、ギリシャ人のアイデンティティが形成され、ローマ帝国やオスマン帝国占領下においても『我々はギリシャ人』という民族意識が保たれ、現在のギリシャ人へと繋がっている。 \nPassage 2: アンティキティラ島の機械（アンティキティラとうのきかい、, ）は、アンティキティラ島近海の沈没船から発見された古代ギリシア時代の遺物で、天体運行を計算するため作られた歯車式機械であると推定されている[1][2]。 \nPassage 3: 古代文明においては、古代エジプトで発達したとされている太陽暦が、古代ローマのユリウス暦を経てヨーロッパで採用され、今日の世界においても広く採用されているグレゴリオ暦のルーツとなったが、実際に太陽暦を用いた文明は他にマヤ文明など少数に属し、古代中国・古代メソポタミア・古代ギリシャなどでは太陰太陽暦が採用されていた。太陰太陽暦は新月の日（朔日）が1日・満月の日が15日となり、再び新月になった時点でその月が終わるという一見すると分かりやすい暦ではあったが、その一方で平均朔望月が29.5306日に対して、平均太陽年は365.2422日であり、実際の1年間に月は12.3683回満ち欠けを繰り返す計算となり、その調整のために何年に1度か特別に閏月を挿入して1年を13ヶ月として調整する必要が生じたが、そのタイミングを定める規則（置閏法）の決定には複雑な計算を要した。そのために、より実際の1年間とのずれを最小限に留めるために暦法が研究され、度々新しい暦法に基づく改暦も行われた。改暦の権限は君主の支配権のうちの重要な要素の1つと考えられ、特に中国では観象授時思想により、皇帝が「時を支配する」存在として位置づけられていた。初期の頃には平均朔望月や平均太陽年の正確な（あるいはそれに近い）数値が明らかではなかったために、混乱が生じたが、ヨーロッパの太陽暦ではユリウス暦以後、太陰太陽暦については古代ギリシアではメトン周期の発見（紀元前433年）以後、中国では遅くても秦漢統一帝国の頃には19年に7回の割合で閏月を入れるという19年7閏法が確立される事となった。中国では改暦の度にその暦法の沿革を記した「暦儀」、置閏法などの計算方法を示した「暦経」、使用数表である「立成」の3種の書物からなる暦書が編纂され、後には日本にもこうした暦書の形式で暦学・暦法が伝えられることとなる。', 'correct': 'アンティキティラ島の機械（アンティキティラとうのきかい、, ）は、アンティキティラ島近海の沈没船から発見された古代ギリシア時代の遺物で、天体運行を計算するため作られた歯車式機械であると推定されている[1][2]。', 'num_correct': 2}]"
ner_wikipedia,"[{'text': '梅丘寿司の美登利総本店は東京都で寿司店やテイクアウト寿司の事業展開を行っている企業である。', 'entities': '梅丘寿司 / 法人名\n 美登利総本店 / 法人名\n 東京都 / 地名', 'all_entities': '法人名、施設名、その他の組織名、地名、製品名、政治的組織名、人名、イベント名'}]"
ner_wikipedia,"[{'text': '2017年のグランプリ・デュッセルドルフでは決勝で渡名喜風南に横四方固で敗れるも2位になった。', 'entities': 'グランプリ・デュッセルドルフ / イベント名\n 渡名喜風南 / 人名', 'all_entities': '法人名、施設名、その他の組織名、地名、製品名、政治的組織名、人名、イベント名'}]"
ner_wikipedia,"[{'text': '1260年頃から諸都市との連携を強めていたリューベックは、ヴィスビューから覇権を奪おうと画策する。', 'entities': 'リューベック / 地名\n ヴィスビュー / 地名', 'all_entities': '法人名、施設名、その他の組織名、地名、製品名、政治的組織名、人名、イベント名'}]"
ner_wikipedia,"[{'text': '本項目は、日本女子プロ野球機構の京都フローラに所属する選手の一覧。', 'entities': '日本女子プロ野球機構 / 法人名\n 京都フローラ / その他の組織名', 'all_entities': '法人名、施設名、その他の組織名、地名、製品名、政治的組織名、人名、イベント名'}]"
ner_wikipedia,"[{'text': 'ヨルダン陸軍に所属し、即位までは戦車指揮官や空軍の対戦車ヘリコプター隊戦術教官、特殊部隊司令官などを歴任した。', 'entities': 'ヨルダン陸軍 / 政治的組織名\n 空軍 / 政治的組織名\n 対戦車ヘリコプター隊 / 政治的組織名\n 特殊部隊 / 政治的組織名', 'all_entities': '法人名、施設名、その他の組織名、地名、製品名、政治的組織名、人名、イベント名'}]"
news_commentary,"[{'en': 'By and large representative of a liberal perspective, they nonetheless recognized the importance of Islam throughout Moroccan society. As a result, they took care to frame their demands in ways that provided a measure of Islamic identity.', 'ja': 'モロッコにおけるフェミニストの先駆者達は、1956年の独立直後から活動を始めた。全般的に自由主義思想の代表者たちであったが、彼女達はそれでもなお、モロッコ社会全体におけるイスラムの重要性を認識していた。結果として、自分達の要求がイスラム的アイデンティティーの判断基準をもたらすように、用心深くまとめあげた。'}]"
news_commentary,"[{'en': 'Whether Hamas can actually be transformed into a more moderate organization is impossible to say right now. But it is clear that Hamas is now vulnerable to public opinion and, as a governing authority, will have to deal with the international response to its victory.', 'ja': 'ハマスが実際に、穏健な組織に変化を遂げられるかどうかを今、断言することは不可能である。しかし今、ハマスが世論に傷つきやすく、統治権威として彼らの勝利に対する世界からの反応に取り組まなければならないことは明白である。'}]"
news_commentary,"[{'en': 'Conditions are, if anything, even worse for laying hens crammed into wire cages so small that even if there were just one per cage, she would be unable to stretch her wings. But there are usually at least four hens per cage, and often more.', 'ja': '卵を抱く雌鶏にとっての状況は、さらに酷い。一羽ごとに入れた場合でさえ、羽を伸ばすこともできないほど小さい、ワイヤーのかごに詰め込まれている。しかし、通常はひとかごに少なくとも4羽、さらにそれ以上の雌鶏が入れられる。このように混みあった状況では、かごの中でより支配的、攻撃的な個体が、より弱いものを突付き回して殺してしまう。それを避けるために、生産者は全ての雌鶏のくちばしを、焼きゴテでやけどさせる。雌鶏のくちばしは神経組織が集まっている－なにしろ、それは彼女が周りと関わる上での基本部位なのだ–。しかし、痛みを和らげるための麻酔や鎮痛剤が使われることはない。'}]"
news_commentary,"[{'en': 'The positive correlation between income and democracy that one sees across countries could be due to reverse causation: democracy is more likely to persist as a country grows richer. It could also be due to special historical or cultural circumstances: some societies are just more successful than others, both in terms of economic development and with regard to their ability to develop and maintain democratic political institutions.', 'ja': '各国で見られる所得と民主主義との間の正の関連性は、逆の関連性 (すなわち、民主主義は国が裕福になると持続する) によってもたらされている可能性がある。また、歴史および文化的な特別な状況 (つまり、いくつかの社会が、他の社会よりも経済発展条件と、民主的政治制度を開発および維持する能力の両方に恵まれていた) によってもたらされている可能性もある。'}]"
news_commentary,"[{'en': 'A culture that allows – and even endorses – such tactics is not one that is genuinely committed to encouraging respect for life. We can be quite sure that American forces would not have acted in the same way if the civilians nearby had been other Americans.', 'ja': 'このような戦術を許す－是認さえする－文化は、生命の尊重を真に奨励するものではない。もし、近くにいたのがアメリカ市民であったとしたら、アメリカ軍が同じ行動を取らなかったであろうことは、確かである。'}]"
odex,"[{'intent': '空白で区切られたCSVファイル`file`を読み込む', 'prompt': ""def f_35394(file):\n\treturn pd.read_csv(file, sep='\\s+')"", 'entry_point': 'f_35394', 'library': 'pandas'}]"
odex,"[{'intent': 'カレントディレクトリにある特定の拡張子`.dat`をもつファイルの拡張子を`.gui`にすべて書き換える', 'prompt': ""def f_41054():\n\treturn [os.rename(f, f.replace('.dat', '.gui')) for f in os.listdir('.') if not f.startswith('.')]"", 'entry_point': 'f_41054', 'library': 'os'}]"
odex,"[{'intent': '文字列`str`から空白と改行を取り除く', 'prompt': 'def f_42011(str):\n\treturn str.strip()', 'entry_point': 'f_42011', 'library': ''}]"
odex,"[{'intent': 'ファイル`file`を上書きモードで開く', 'prompt': ""def f_37418(file):\n\treturn open(file, 'w')"", 'entry_point': 'f_37418', 'library': ''}]"
odex,"[{'intent': 'HTMLをパースしたオブジェクト`soup`からタグ`p`をすべて見つける', 'prompt': ""def f_35741(soup):\n\treturn soup.find_all('p')"", 'entry_point': 'f_35741', 'library': 'bs4'}]"
sakura_japanese,"[{'instruction': 'ソメイヨシノの名前の由来は？', 'output': '染井村で作りだされ広まっていったため'}]"
sakura_japanese,"[{'instruction': '日本に自生するサクラの野生種を一つ上げろ', 'output': 'ヤマザクラ'}]"
sakura_japanese,"[{'instruction': 'ゲームは無料と約束したが、その子の両親はすぐにアイテムのために何をすることになったか？ 高価な、捕らわれた、封じ込められた、支払った、捕まった', 'output': '支払った'}]"
sakura_japanese,"[{'instruction': '長方形の野菜畑の長さは120mで、長さは幅より（2/3）大きい、この野菜畑の幅は何mか？', 'output': 'x=120/(1+(2/3)) よって答えは 72m'}]"
sakura_japanese,"[{'instruction': 'キツネが捕まりそうな場所は？ テネシー州か、内輪ネタか、草原か、森か、イギリスか？', 'output': '草原'}]"
snow_simplified,"[{'original_ja': '彼は私に口答えした。', 'simplified_ja': '彼は私に反対した。', 'original_en': 'he gave me back talk .'}]"
snow_simplified,"[{'original_ja': '今朝はバスがとても混んでいる。', 'simplified_ja': '今朝はバスがとても混んでいる。', 'original_en': 'the bus is very crowded this morning .'}]"
snow_simplified,"[{'original_ja': 'あなたの成功を望んでいます。', 'simplified_ja': 'あなたの成功を希望しています。', 'original_en': 'i hope for your success .'}]"
snow_simplified,"[{'original_ja': '彼は決して平凡な生徒ではない。', 'simplified_ja': '彼は決して普通な学生ではない。', 'original_en': 'he is no ordinary student .'}]"
snow_simplified,"[{'original_ja': '彼女はほとんど何も食べなかった。', 'simplified_ja': '彼女はほとんど何も食べなかった。', 'original_en': 'she hardly ate anything .'}]"
syosetsu,"[{'text': '【小説タイトル】\nママのお願いごと\n【Ｎコード】\nＮ２３５２ＨＫ\n【作者名】\n小畠愛子\n【あらすじ】\nそして、ママのお願いごとは……？\n\n初めて流れ星を見たミカちゃんは、どんなお願い事をするのでし\nょうか？\n\n「あっ」\nミカちゃんが声を出したので、ママは目をぱちくりさせました。\n「どうしたの、ミカちゃん？」\n「ママ、今ね、お星さまが、ぴゅーって、落ちていったの」\nミカちゃんは空を指さして、手をふりふりします。ママはうふふ\nと笑いました。\n「そう、ミカちゃん、流れ星を見たのね」\n「ながれ、ぼし……？」\nぽかんとしているミカちゃんに、ママは教えてあげます。\n「そうよ、流れ星。お空にういているお星さまがね、落ちてくるの。\nきれいだったでしょう？」\nママは、「あら？」と声をあげました。ミカちゃんの顔が、泣き\nそうにゆがんでいたのです。ミカちゃんはママのうでにぎゅうっと\nつかまり、小声で聞きます。\n「ママ、お星さま落っこちちゃったら、いたいんじゃないの……？」\nママはほほえみ、それからミカちゃんの頭をそっとなでました。\n「大丈夫よ、痛くないわ」\n「それに、お星さまが落ちていっちゃったら、お空にお星さまがな\nくなっちゃうんじゃないの？」\n\nまだ心配そうに目をうるませているミカちゃんに、ママは「うー\nん」と考えこみ、やがてにこっとしました。\n「大丈夫、なくなっちゃったりしないわよ。だって、お星さまはお\n空に帰ることができるもの」\nミカちゃんが、くりくりっとした目を大きく開いて、ママを見あ\nげます。ママは続けました。\n「あのね、ミカちゃん。流れ星が……お星さまが落ちちゃうときは\nね、お願いごとをいうといいのよ」\n「お願いごと？」\nミカちゃんが聞き返します。ママはうなずきました。\n「そう、お願いごと。お友達をたくさんつくりたいとか、絵本をも\nっと読みたいとか、お夕飯はハンバーグがいいとか」\nママがちらっとウインクしたので、ミカちゃんもにっこりしまし\nた。お買い物で、ミカちゃんの大好きなハンバーグの材料を買って\nいたのを、ミカちゃんも知っていたのです。\n「そうやってお願いごとをするとね、お願いごとがかなったとき、\nお星さまはお空に戻ることができるのよ」\nママの言葉を聞いて、ミカちゃんは「わぁっ！」とうれしそうに\n\n……でも、さっきのお星さまには、お願いご\n\nミカ、お星さまが落ちるときは、いっぱいいっぱい\n\n飛びはねました。\n「わかった！\n\nお願いごとするね！\n\nとできなかったけど、大丈夫かなぁ？」\nまたミカちゃんの顔がくもりました。ママがいたずらっぽく笑い\nます。\n「それなら大丈夫よ、ミカちゃんの代わりに、ママがお願いごとし\nもうっ、ママのいじわる！」\n\nてたから。ミカちゃんが、にんじんも食べられますようにってね」\n「えーっ！\nぷくっとふくれっつらをするミカちゃんを、ママはにこにこしな\nがら見ていました。と、再び流れ星が落ちていきました。ママは急\nいでお願いごとをするのでした。\n――ミカちゃんが、たくさんお願いごとをかなえられますように\n――\n（後書き）\n\nお読みくださいましてありがとうございます（＾＾♪\nご意見、ご感想などお待ちしております（＊＾︳＾＊）\n\n', 'title': 'ママのお願いごと', 'keywords': '冬童話2022、流れ星、親子、幼年童話、祈り、ほっこり', 'biggenre': 'その他', 'all_biggenre': '恋愛、ファンタジー、文芸、SF、その他'}]"
syosetsu,"[{'text': '【小説タイトル】\n類友\n【Ｎコード】\nＮ１９０５ＨＢ\n【作者名】\nたかさば\n【あらすじ】\n本気になったらダメな恋愛のお話。\n\n気が付いたら、いつも居たはずのあいつが、いなくなっていた。\nほんの少し、気に入らなかったことを注意しただけなのに、あいつ\nは大げさに受け取って。\n勝手に盛大に傷ついて、俺のもとから逃げ出してしまったのだ。\n…別れを口にする事なく、あいつは去ってしまった。\n……せめて、別れの言葉くらい、かけさせてほしかった。\nさようならが、あいつに届くことを願って、文字を並べる。\nさようならが、あいつに届くはずもないのに、文字を並べる。\nいつになく、センチメンタルな気分が俺を襲う。\nあいつがいない、世界を眺める。\nあいつがいないだけなのに、世界がまるで違う。\n……あいつのいない世界は、実に平穏だ。\n俺を否定する言葉がここには微塵も見当たらない。\n俺を軽んじる言葉がここには微塵も見当たらない。\n思えば、あいつが一緒にいた世界は、実に辟易するものだった。\nあいつに貶されるたびに、俺は自分を呪った。\nあいつに罵倒されるたびに、俺は自分を蔑んだ。\nあいつが中心の、俺の日々。\n\nあいつへの気持ちを優先させた、俺の純真。\nあいつの涙に騙され続けた、俺のやさしさ。\n俺の気遣いありきの、相思相愛。\nいつだってあいつの顔色をうかがい、言葉を吐いた。\nいつだってあいつの顔色をうかがい、自分らしくない言葉を吐いた。\n……あまりにも、あいつと一緒に、いすぎて。\n俺は、いつの間にか、自分の言葉を、放り出してしまった。\n俺らしくない言葉が、あいつの喜ぶ言葉が、次々に浮かんでくる。\n……俺は、思いのほか、繊細だったらしい。\n俺の横に、憎らしいあいつがいないのが、寂しいなんて。\n俺の横で、腹立たしいことをつぶやくあいつを求めてしまうなんて。\n長く、長くあいつと共に過ごしてきた俺には、わかる。\n今頃、あいつも、寂しくてたまらないはずだ。\n今頃、あいつは、俺の胸を思い出して、枕に縋りついているはずだ。\n俺は、心が広いから。\nあいつを迎えに行こうと思っている。\nあいつを迎えに行けるのは、俺だけだ。\n年金が入ったら、探偵を雇って、あいつを必ず……見つけ出す。\n\nようやく、束縛のきつい彼氏から逃げ出すことができた。\n小さなことをいつまでもぐちぐちと攻め立てる、典型的なＡ型の彼\n氏。\n小言を聞かない日がないくらい、いつだって目ざとくこちらのミス\nを責め立てた。\n…別れたいなんて言ったら、ものすごい攻撃を食らうとわかってい\nるから。\n……何も言わずに、着拒、ブロック、アカウント削除、した。\n彼氏にかかわるすべての事から、逃げ出すと、決めたから。\n彼氏の事を、きれいさっぱり忘れて、新しい生活を手に入れると、\n決めたから。\nこんなにも、自分は優柔不断だったのかと、思う。\n彼氏がいない、世界を眺める。\n彼氏がいないだけなのに、世界がまるで違う。\n……彼氏のいない世界は、実に平穏だ。\n信じられないセンスの悪さに、カツを入れるパワーを使わずに済む。\nつまらないオヤジギャグに、いちいちかわいらしく反応しなくて済\nむ。\n\n思えば、あいつが一緒にいた世界は、実に辟易するものだった。\nちょっと突っ込むと、すぐにヘタレた事ばかり抜かすからめんどく\nさかった。\nちょっときつめにダメ出しすると、俺はもう駄目だと絶望するのが\nうざかった。\nあいつがさりげなく主導権を握っていたのが気に入らなかった。\n自分の写真は載せないくせに、こっちの写真をどんどんリクエスト\nするとか。\nこっちがえーんって泣いたらお終いの、一連の流れができているの\nが気持ち悪かった。\nはたから見たら、相思相愛の、バカあまカップルってね。\nつまんないつぶやきに、砂糖まみれのくどい返しをされて、引いて\nたんだよ。\n無下にするのもなんだと思って、絵文字で返したらさらに砂糖漬け\nになって返ってきてさ。\n……ちょっと、付き合いすぎちゃったんだよね、たぶん。\nごく普通の言葉じゃ、満足できなくなってきちまった。\n言葉のどこかに、甘い要素を求めるようになっちまった。\n……完全に、毒されてしまった。\nスッキリとした画面に、ねちっこい呟きがないのが、少し寂しい。\n\n飾らない武骨な呟きの続く画面に、ゲロ甘な文字列を求めてしまう\nとは。\n足掛け三年の、付き合いか。\n今頃、あいつも、寂しくてたまらないのかも、しれないな。\n今頃、あいつは、俺という彼女を追い求めて、ポエムでも呟いてい\nるかもしれないな。\n……だまして悪かったとは、思ってるんだけどさ。\nあいつに本当の事は、言えないな。\nあいつに本当の事がバレなくて、マジよかったわ。\nそうだ、次の部誌のネタ、「ツイ恋物語」で書いてみるかな。\nあいつのおかげで、甘いやり取りを学んだからな。\n……きっと、良いものが書けるはずだ。\nいけすかない、文芸部のＯＢどもに、見せつけてやるぜ！\n\n……見せつけた、結果。\n\nどうなったと、思う……？\n\n', 'title': '類友', 'keywords': 'ショートショート、騙し愛、恋愛もどき、逃げられない、沼、おいおい、あかん', 'biggenre': '文芸', 'all_biggenre': '恋愛、ファンタジー、文芸、SF、その他'}]"
syosetsu,"[{'text': '【小説タイトル】\n漁ると……\n【Ｎコード】\nＮ１７４８ＥＮ\n【作者名】\n湖城マコト\n【あらすじ】\n悪意を持ってゴミ漁りをした男の顛末。\n※カクヨムにも掲載しています。\n\n生活ゴミというのは個人情報の塊だ。\n住所や氏名、時には電話番号などが記された郵便物。\n購入した商品、時間帯、店舗などが記されたレシート類。\n子供がいる家庭なら、テストの答案や成績表。\n個人情報を悪用しようとする者にとって、ゴミまさに宝の山。\n\nたくわ\n\nそしてここにも、悪意を持ってゴミを漁る一人の男がいた。\n「周りには誰もいないな」\nあごひげ\n\nせいてきとうさくしゃ\n\n深夜帯。とある住宅街の一角にあるゴミ捨て場を、顎髭を蓄えた\n初老の男が漁っていた。\nさば\n\n男は元々、若い女性の出す生活ゴミに興奮を覚える性的倒錯者で\nかたわ\n\nあったが、闇のルートで売り捌けば生活ゴミから得られる情報は金\nになると知り、最近は趣味の傍ら金になりそうな情報の収集にも精\nを出していた。\n「何だこれは？」\nゴミ袋の山の中に、一際目につく真っ黒なゴミ袋を見つけた。\n市町村名が記された指定のゴミ袋では無いのでルール違反という\nことになるが、それにしても市指定のゴミ袋に混ざる真っ黒なゴミ\n袋はとても目立つ。\n「……開けてみるか」\n興味本位で男は真っ黒のゴミ袋の口を開けた。\n「黒いゴミ袋？」\n\n中には一回り小さい黒いゴミ袋が、口を縛った状態で収められて\nいた。\n縛り口にはメモ帳の切れ端らしき紙が貼りつけられており、サイ\nンペンらしき字で「開封厳禁」と書かれている。\n「バラバラ死体じゃないだろうな」\n男は冗談交じりに苦笑する。\n異臭はしないし大して重くもない。少なくとも人体の一部という\nことはないだろう。\n開けるなと言われれば開けたくなるのが人情という物。\n長年の経験故にゴミを漁ることに抵抗の無い男は、躊躇なく黒い\nゴミ袋の封を開けた。\n「中身は――」\n黒いゴミ袋に手を入れた瞬間、\n「ぎゃあああああああああ――」\n\nはばか\n\n深夜の静寂を裂く男の絶叫。\n一目を憚る行為をしているのもお構いなしに、男は涙を流しなが\nら叫び続ける。\n\nな、何だこのゴミ袋は！」\n\n黒いゴミ袋から引き抜かれた男の手は、手首から先が食い千切ら\nれていた。\n「ああああ！\n\nそしゃく\n\n男の手を噛み千切ったゴミ袋の口が咀嚼を始め、骨肉が砕ける音\n\nと共に袋の口から血が滴り落ちてくる。\n「喰ってる……ゴミ袋が俺の手を――」\n一通りの咀嚼を終えた黒いゴミ袋の口が、男の方へと向いた。\nこのままでは食い殺される。激痛と大量の出血に耐えながら、男\nは何とかその場を離れようと立ち上がったが、\n「えっ？」\nゴミ袋に背を向けた瞬間、男は戦慄した。\nどこから集まって来たのか、意志を持った大量の黒いゴミ袋達が、\n男の行く手を遮っている。\n耐え難い恐怖に後退りした瞬間、男の手を噛み千切ったゴミ袋が、\n背後から男の後頭部目掛けて噛み掛かった。\n「ぎゃああああ――」\n男の絶叫を合図に、他のゴミ袋も一斉に飛びかかり、脛を脇腹を、\n目を口を、鼻を、脳みそを、片っ端からたいらげてしまった。さな\nがらゴミ袋による肉塊の掃除である。\n\nゴミを漁るとゴミにアサルト（強襲）されてしまった。\n何とも皮肉な結末である。\nもっとも、男には皮も肉も残されてはいないが。\n\n了\n\n（後書き）\n\nですかね？\n\n深夜のテンションで執筆したせいか、些かシュールな内容に仕上が\nってしまいました。\nたまにはこういうのも有り！\n\n', 'title': '漁ると……', 'keywords': 'R15、残酷な描写あり、怪談、ゴミ漁り、生活ゴミ、個人情報、シュール、因果応報', 'biggenre': '文芸', 'all_biggenre': '恋愛、ファンタジー、文芸、SF、その他'}]"
syosetsu,"[{'text': '【小説タイトル】\nありふれた異世界転生\n【Ｎコード】\nＮ７４６１ＥＡ\n【作者名】\nｐｈａｎｔｏｍ\n【あらすじ】\nありふれた異世界転生もの。\n\n（前書き）\n\n短編です。\n時間つぶしにどうぞ。\n\n白い世界だった。\n目の前には見たこともないほどの絶世の美人！\n「ここは？」\n「あなた方の言う死後の世界、残念ながらあなたは……」\n俗に言う死後の世界らしい\n（ラノベやアニメだったら異世界転生キターと小躍りするところだ\nろうがどうやら現実みたいだ）\nこのまま消えてしまいそうで少し不安で怖くなってきたな\n「安心してください」\n！？なに？\n「あなたの思っている通りです、あなたが望むなら異世界への転位\nや転生も望み通りに。」\n（心を読まれた？異世界転生！）\n「ぜひ異世界へ行ってみたいです！」\n\nこのままなら死後の世界へ行くのなら異世界に行って好きなように\n生きたいに決まってる！\n\n異世界へ行く前に情報は欲しいな言葉は通じるのか？\n\n「言葉は通じるので心配いりませんよ。うーん異世界の情報ですか、\nあなた方の世界に比べたら文明も遅れていますし、\nあなたにとっては原始的に感じられるかも\n\n治安もあまり良いとは言えません、\n戦争や飢餓、貧富の差\nしれません。」\n\nそれでもよろしいですか？\n俺は言葉をかぶせるように言った\n「行きます！」\n「ではあなたに私からの贈り物を差し上げます。\n新たなる世界へ旅立つあなたへ祝福とスキルを与えます。」\n俺の体が白く輝きそのまま白き世界から消えていく……\n\n目を開けるとそこは田舎の風景によく似た世界だった。\n空は青く目の前には古めかしい造りの建物、\n通りすがりの人に聞いたところこの国の首都のようだった。\n\nまずは金を何とかしないとな、\n女神様からはひと月暮らせるくらいの金はもらったが、\n俺の異世界知識を使えば生きていくのには十分には手に入るだろう。\n\n人に聞き職探し専門の施設へ向かう。\n\nこんなにも職業があるのか！？\n原始的だが数多くの職種に驚いた、介護に飲食店、俺の世界では機\n械任せの職種だ。\n\nハローワークを後にした俺は大量の求人票の束を片手に面接準備を\nすることにした、\nスーツ\n\n「まずは面接用に装備を整えないとな」\n女神様からもらった祝福【普通自動車免許】\nとチートスキル【ブラック企業耐性（特大）】で\n\n「俺はこの異世界日本で幸せに好きなように生きていくぜ！」\n\n', 'title': 'ありふれた異世界転生', 'keywords': 'R15、異世界転生、日常、私小説、ほのぼの、男主人公、文フリ短編小説賞2', 'biggenre': 'ファンタジー', 'all_biggenre': '恋愛、ファンタジー、文芸、SF、その他'}]"
syosetsu,"[{'text': '【小説タイトル】\n異世界を徘徊する\n【Ｎコード】\nＮ６９５５ＧＸ\n【作者名】\n木戸\n【あらすじ】\n異世界に転移してしまったおじいちゃんが家に帰るため異世界を\n徘徊する。\n果たしておじいちゃんは家にかえれるのか？帰ったほうがいいのだ\nろうか？\nどこにでもいる、認知症を患った一人のおじいちゃんの笑いあり涙\n\nありの異世界ギャグコメディ！\n\nわしは誰だ？\n\n「あなたいつになったらお義父さんを施設にいれるの、私はもう限\n界よ。」\n「施設に入れるのだって金がかかるんだ家にそんな余裕はない、\nそれにお前は暇なんだからいいだろ、俺は仕事が忙しいんだ。」\n\n自分の息子とその妻がわしのことで喧嘩を始めた。\nわしは８０をこえたいわゆるボケ老人だ、その上体もうまく動かせ\nないので、\n周りの人にかなり迷惑をかけているし、息子の嫁もよく我慢してく\nれたと思う。\n\n情けない話だが、２年前にばあさんが死んでからわしは変わってし\nまった。\n外に出る元気もなく、それからの記憶もあまりない。\n息子たちがわしを邪魔だと思うのも頷ける。\nただそんなわしにも一つ生きがいがある、孫がいる。\n孫の成長を見届けるまでは死ぬわけにはいかない。\n\n「ただいま」\n\n孫が習い事から帰ってきた、孫はいい子だ。\nわしの身の回りの手伝いをしてくれるかけがえのない存在だ。\n息子たちの喧嘩がまだ続いている、それを見かねた孫は止めに行く\nようだ。\n\n「あなたが考えを改めてくれないなら離婚よ。」\n「離婚ってそんな大げさな」\n「やめてよ、お父さんもお母さんもみんなでおじいちゃんの介護し\nようって決めたじゃないか！」\n「ごめんね、もう我慢できないの。」\n「わかった、親父は施設にいれる、だから離婚は考えなおしてくれ\nないか。」\n「そんな簡単に決めないでよ、僕が面倒みるから二人とも考えなお\nして！」\n\n孫が泣いている、どうやら自分を施設に入れることが決まったらし\nい。\n自分の息子に邪魔者扱いされるのは、悲しいがそれよりも、\n孫と離れ離れになることのほうが悲しい。\n息子夫婦には迷惑もかけたし仕方ないと割り切るしかないだろう。\n\n泣く孫にわしは声をかけた。\n\n「わしなら大丈夫だ、、、、、、、、、、、、、、、、」\n\n「おじいちゃん？」\n\n口を開けたまま次の言葉がでてこない、孫の名前を呼ぼうと声を出\nそうとしたが続かない。\nわしは孫の名前を忘れてしまった。\n孫の名前を忘れてしまった自分に対して怒りがこみ上げる、\nそれと同時に体が熱くなっていくのを感じる。\n次の瞬間わしのなかで何かが弾けた、目の前が白く染まり意識が遠\nのいていく\n気が付いたときには、見知らぬ場所にいた。\n\n「ここはどこだ？、、、、、、、わしはだれだ？」\n\nわしは誰だ？（後書き）\n\n初投稿なので色々と変かもしれません。\n読みにくいなど、変なところを教えてもらえるとありがたいです。\nブックマーク、評価お待ちしております。\n\n', 'title': '異世界を徘徊する', 'keywords': '異世界転移、日常、ギャグ、ほのぼの、男主人公、シリアス、ハッピーエンド、グルメ、おじいちゃん、チート、主人公最強', 'biggenre': 'ファンタジー', 'all_biggenre': '恋愛、ファンタジー、文芸、SF、その他'}]"
tapaco,"[{'sentence1': 'パーティーで彼女に会えるように取り計らおう。', 'sentence2': '私はあなたがパーティーで彼女に会えるように取り計らいます。\n私はパーティーで彼女に会えるように取り計らいます。\n私があなたがパーティーで彼女に会えるように取り計らいます。\n君がパーティーで彼女に会うように取り計らう。'}]"
tapaco,"[{'sentence1': 'あの車は彼女のです。', 'sentence2': 'あれは彼の車です。\nこれは彼の車です。\nあの自動車は彼のものです。\nあれは彼女の車です。'}]"
tapaco,"[{'sentence1': '母は夕食の用意をしているところです。', 'sentence2': '母は夕飯の仕度をしている。\nママは今、晩御飯を作ってるよ。\n母さんは夕飯の支度をしてるよ。\nお母さんは今、夕食を作っている。'}]"
tapaco,"[{'sentence1': '風が強く吹いている。', 'sentence2': '風はとてもひどく吹いている。\n風がとても激しく吹いている。\n風が激しく吹いている。\n風がとてもひどく吹いている。'}]"
tapaco,"[{'sentence1': 'あなたはお疲れのようですね。', 'sentence2': '彼は疲れているようだ。\n彼女は疲れているみたいだ。\n彼は疲れているように見える。\n彼はひどく疲れた様子だった。'}]"
tempNLI,"[{'premise': 'スティーブが1ヶ月間で温度を上げた。', 'hypothesis': 'スティーブは3ヶ月間以内に温度を上げた。', 'label': 'entailment'}]"
tempNLI,"[{'premise': 'パットが2年間以内に給与を決定した。パットは2002年5月7日にその給与を決定し始めた。', 'hypothesis': 'パットは2002年5月11日までにその給与を決定し終えた。', 'label': 'neutral'}]"
tempNLI,"[{'premise': 'マレットは3時間息子を守った。', 'hypothesis': 'マレットは2時間息子を守った。', 'label': 'entailment'}]"
tempNLI,"[{'premise': 'ウォルターは1時間で多くの解散を表明した。', 'hypothesis': 'ウォルターは解散を表明するのに4時間を費やした。', 'label': 'contradiction'}]"
